SXex.eqdsk
boundary placed 250mm from LCFS at LFS, upper==constant offset, lower==feild line conformal
connection calculated from Xpoint at 3.00mm from LFS

target	graze[deg]	open	Ro[m]		Zo[m]		To[deg]	L2D[m]	L3D[m]
inner	1.50		closed	6.232251	-5.200648	48.88	0.676	40.652	
outer	1.50		closed	7.305715	-5.857850	60.09	0.696	40.587	

boundary segments clockwise from outboard midplane
r[m]		z[m]
536
6.475606	-4.697491
6.473138	-4.717080
6.469357	-4.736501
6.465575	-4.755923
6.461793	-4.775345
6.458012	-4.794767
6.453066	-4.813854
6.445945	-4.832314
6.438824	-4.850775
6.431703	-4.869236
6.424582	-4.887696
6.416777	-4.905815
6.406280	-4.922588
6.395783	-4.939360
6.385285	-4.956132
6.374788	-4.972905
6.364291	-4.989677
6.353793	-5.006450
6.343296	-5.023222
6.332799	-5.039995
6.322301	-5.056767
6.311804	-5.073539
6.301307	-5.090312
6.290809	-5.107084
6.280312	-5.123857
6.269815	-5.140629
6.259318	-5.157401
6.248820	-5.174174
6.238323	-5.190946
6.227826	-5.207719
6.217328	-5.224491
6.206831	-5.241263
6.196334	-5.258036
6.185836	-5.274808
6.175339	-5.291581
6.164842	-5.308353
6.154344	-5.325125
6.143847	-5.341898
6.133350	-5.358670
6.122853	-5.375443
6.112355	-5.392215
6.101858	-5.408988
6.092588	-5.426411
6.088798	-5.445742
6.091269	-5.465279
6.099874	-5.482994
6.113784	-5.496937
6.131472	-5.505595
6.150795	-5.509797
6.170129	-5.514004
6.189463	-5.518211
6.208797	-5.522418
6.228131	-5.526625
6.247465	-5.530833
6.266800	-5.535040
6.286134	-5.539247
6.305468	-5.543454
6.324802	-5.547662
6.344136	-5.551869
6.363316	-5.556621
6.381986	-5.563173
6.400656	-5.569725
6.419326	-5.576277
6.437997	-5.582829
6.456667	-5.589381
6.475337	-5.595933
6.493878	-5.602827
6.511911	-5.610906
6.529305	-5.620339
6.546698	-5.629772
6.564092	-5.639204
6.581485	-5.648637
6.598879	-5.658069
6.616272	-5.667502
6.633666	-5.676935
6.651059	-5.686367
6.666956	-5.698087
6.682568	-5.710244
6.698180	-5.722400
6.713791	-5.734557
6.729403	-5.746713
6.744244	-5.759794
6.758993	-5.772983
6.773742	-5.786173
6.788492	-5.799363
6.803006	-5.812784
6.815983	-5.827721
6.828960	-5.842657
6.841937	-5.857593
6.854915	-5.872530
6.867892	-5.887466
6.880491	-5.902713
6.892587	-5.918371
6.904683	-5.934030
6.916778	-5.949689
6.928874	-5.965348
6.940970	-5.981007
6.952624	-5.996981
6.963492	-6.013516
6.974359	-6.030050
6.985745	-6.046212
6.999808	-6.060077
7.016340	-6.070876
7.034697	-6.078155
7.054141	-6.081609
7.073886	-6.081110
7.093143	-6.076701
7.111152	-6.068581
7.127275	-6.057166
7.141099	-6.043041
7.154244	-6.028252
7.167390	-6.013463
7.180535	-5.998675
7.193681	-5.983886
7.206826	-5.969098
7.219972	-5.954309
7.233118	-5.939521
7.246263	-5.924732
7.259409	-5.909943
7.272554	-5.895155
7.285700	-5.880366
7.298845	-5.865578
7.311991	-5.850789
7.325136	-5.836001
7.338282	-5.821212
7.351428	-5.806424
7.364573	-5.791635
7.377719	-5.776846
7.390864	-5.762058
7.404010	-5.747269
7.417155	-5.732481
7.430301	-5.717692
7.443446	-5.702904
7.456592	-5.688115
7.469738	-5.673327
7.482883	-5.658538
7.496029	-5.643749
7.509174	-5.628961
7.522320	-5.614172
7.535465	-5.599384
7.549549	-5.585512
7.564039	-5.572039
7.578530	-5.558566
7.593021	-5.545093
7.607512	-5.531620
7.622485	-5.518702
7.637851	-5.506236
7.653217	-5.493770
7.668583	-5.481305
7.683949	-5.468839
7.699518	-5.456634
7.715385	-5.444813
7.731252	-5.432992
7.747120	-5.421171
7.762987	-5.409350
7.778921	-5.397620
7.795044	-5.386151
7.811167	-5.374682
7.827291	-5.363212
7.843414	-5.351743
7.859550	-5.340291
7.875781	-5.328975
7.892012	-5.317658
7.908242	-5.306342
7.924473	-5.295025
7.940704	-5.283708
7.956953	-5.272417
7.973202	-5.261127
7.989451	-5.249837
8.005701	-5.238547
8.021950	-5.227257
8.038169	-5.215924
8.054382	-5.204581
8.070595	-5.193239
8.086808	-5.181897
8.103021	-5.170555
8.119187	-5.159145
8.135329	-5.147702
8.151471	-5.136260
8.167614	-5.124817
8.183756	-5.113375
8.199850	-5.101864
8.215900	-5.090292
8.231950	-5.078720
8.247999	-5.067148
8.264049	-5.055577
8.280058	-5.043948
8.296001	-5.032229
8.311944	-5.020511
8.327887	-5.008792
8.343830	-4.997074
8.359745	-4.985317
8.375572	-4.973442
8.391398	-4.961566
8.407225	-4.949691
8.423052	-4.937815
8.438866	-4.925924
8.454570	-4.913886
8.470273	-4.901848
8.485976	-4.889810
8.501680	-4.877772
8.517383	-4.865734
8.532965	-4.853540
8.548540	-4.841337
8.564116	-4.829134
8.579691	-4.816931
8.595267	-4.804728
8.610737	-4.792392
8.626181	-4.780023
8.641625	-4.767655
8.657070	-4.755286
8.672514	-4.742918
8.687870	-4.730441
8.703181	-4.717907
8.718492	-4.705374
8.733802	-4.692840
8.749113	-4.680306
8.764354	-4.667689
8.779530	-4.654992
8.794705	-4.642294
