Rin m		Zin m		Rout m		Zout m
5.105273	-0.601159	4.518273	-0.763423
5.105273	-0.936880	4.518273	-1.120504
5.105273	-1.272601	4.518273	-1.477586
5.105273	-1.608323	4.518273	-1.834667
5.105273	-1.944044	4.518273	-2.191749
5.105273	-2.279765	4.518273	-2.548830
5.105273	-2.615486	4.518273	-2.905914
5.105273	-2.951207	4.518282	-3.264063
5.105273	-3.286928	4.520958	-3.628645
5.105273	-3.622649	4.540159	-4.002039
5.120489	-3.958024	4.586575	-4.377784
5.162002	-4.291164	4.661699	-4.749557
5.228878	-4.620152	4.764948	-5.114640
5.320566	-4.943106	4.896287	-5.471177
5.436913	-5.258017	5.056325	-5.817288
5.578115	-5.562595	5.246969	-6.150296
5.744709	-5.854061	5.470349	-6.465129
5.940769	-6.126576	5.726089	-6.756705
6.163887	-6.377419	6.014121	-7.020217
6.414156	-6.601179	6.334731	-7.249147
6.690643	-6.791598	6.686470	-7.434551
6.992332	-6.938865	7.063141	-7.567238
7.314004	-7.034951	7.453316	-7.643273
7.646611	-7.080528	7.844317	-7.666805
7.982324	-7.082231	8.229048	-7.649442
8.316934	-7.054986	8.609139	-7.598973
8.648028	-6.999478	8.980469	-7.513657
8.970593	-6.906440	9.346137	-7.407818
9.280999	-6.778570	9.710451	-7.269633
9.573688	-6.614153	10.061511	-7.085337
9.841101	-6.411194	10.388025	-6.859678
10.084448	-6.179931	10.686850	-6.599524
10.297800	-5.920729	10.953455	-6.311969
10.488391	-5.644360	11.192733	-6.007825
10.656271	-5.353632	11.407184	-5.690320
10.805781	-5.053042	11.600824	-5.365825
10.941398	-4.745933	11.778682	-5.037059
11.065383	-4.433946	11.943882	-4.705920
11.180128	-4.118443	12.099710	-4.375180
11.288994	-3.800864	12.250062	-4.046225
11.393921	-3.481961	12.397631	-3.719469
11.496672	-3.162350	12.544559	-3.395804
11.598856	-2.842558	12.692770	-3.075927
11.701950	-2.523058	12.848116	-2.750788
11.807514	-2.204366	13.003332	-2.407725
11.916797	-1.886929	13.129554	-2.062397
12.030913	-1.571198	13.252897	-1.732249
12.149593	-1.257154	13.378985	-1.399875
12.268756	-0.943293	13.505705	-1.066109
12.387920	-0.629432	13.633003	-0.730774
12.507083	-0.315571	13.765558	-0.375477
12.626246	-0.001710	13.880749	0.011242
12.721834	0.320113	13.962607	0.410834
12.787539	0.649340	14.011407	0.815340
12.823670	0.983109	14.025194	1.222803
12.827360	1.318807	14.005136	1.628712
12.800803	1.653473	13.951936	2.031019
12.744346	1.984411	13.866282	2.427392
12.658849	2.309062	13.748647	2.815857
12.544899	2.624851	13.599417	3.193131
12.401821	2.928555	13.421170	3.555258
12.234780	3.219769	13.217441	3.900755
12.045669	3.497159	12.990190	4.229416
11.836376	3.759655	12.740927	4.540715
11.608441	4.006137	12.470715	4.833889
11.362265	4.234403	12.181567	5.106671
11.101440	4.445775	11.876942	5.358564
10.827471	4.639809	11.557469	5.590809
10.541772	4.816115	11.212185	5.809166
10.245679	4.974345	10.829946	5.989156
9.940464	5.114172	10.440690	6.112743
9.627351	5.235285	10.060988	6.206670
9.307185	5.336286	9.678314	6.276539
8.981470	5.417634	9.294072	6.322390
8.651500	5.479499	8.909859	6.344817
8.318437	5.521647	8.526711	6.344174
7.983456	5.543892	8.144605	6.320550
7.647747	5.541428	7.759975	6.270991
7.315121	5.495997	7.373579	6.183024
6.993399	5.400081	7.003799	6.047187
6.691594	5.253046	6.654467	5.885044
6.415034	5.062732	6.313819	5.698409
6.164686	4.839058	5.996072	5.467510
5.941487	4.588286	5.710028	5.202135
5.745345	4.315829	5.456183	4.909040
5.578607	4.024445	5.234650	4.592968
5.437330	3.719902	5.045878	4.259016
5.320907	3.405018	4.887504	3.912263
5.229144	3.082085	4.757748	3.555166
5.162191	2.753111	4.656057	3.189636
5.120599	2.419980	4.582491	2.817513
5.105308	2.084609	4.537663	2.441530
5.105273	1.748888	4.520047	2.068277
5.105273	1.413167	4.518279	1.704296
5.105273	1.077446	4.518273	1.346513
5.105273	0.741725	4.518273	0.989430
5.105273	0.406004	4.518273	0.632348
5.105273	0.070283	4.518273	0.275267
5.105273	-0.265438	4.518273	-0.081814
5.105273	-0.601159	4.518273	-0.763423
